2.115964889526367188e-06,0.000000000000000000e+00,4.768371582031250000e-07,1.132488250732421875e-06,2.086162567138671875e-07,0.000000000000000000e+00
1.633614301681518555e-02,6.831586360931396484e-04,3.919569551944732666e-01,2.953410148620605469e-05,3.408929705619812012e-02,2.394318580627441406e-04
1.633763313293457031e-04,1.630187034606933594e-05,6.645917892456054688e-06,3.167986869812011719e-05,2.416998147964477539e-03,1.937150955200195312e-05
0.000000000000000000e+00,2.980232238769531250e-08,0.000000000000000000e+00,0.000000000000000000e+00,2.980232238769531250e-08,0.000000000000000000e+00
1.192688941955566406e-04,6.258487701416015625e-07,3.278255462646484375e-07,2.831220626831054688e-06,1.779198646545410156e-05,1.430511474609375000e-06
7.152557373046875000e-07,1.579523086547851562e-06,7.152557373046875000e-07,5.036592483520507812e-06,5.334615707397460938e-06,3.159046173095703125e-06
3.874301910400390625e-07,9.536743164062500000e-07,8.940696716308593750e-08,3.129243850708007812e-06,9.268522262573242188e-06,5.066394805908203125e-07
1.978874206542968750e-05,2.682209014892578125e-06,8.642673492431640625e-07,1.883506774902343750e-05,3.704428672790527344e-05,1.639127731323242188e-06
4.431605339050292969e-05,1.621246337890625000e-05,4.178285598754882812e-05,1.594424247741699219e-04,1.752376556396484375e-05,1.251697540283203125e-06
4.470348358154296875e-07,2.384185791015625000e-07,1.490116119384765625e-07,1.877546310424804688e-06,5.960464477539062500e-07,3.755092620849609375e-06
3.233551979064941406e-05,6.936788558959960938e-04,3.260374069213867188e-05,2.980232238769531250e-06,7.107853889465332031e-05,1.788139343261718750e-06
8.881092071533203125e-06,3.576278686523437500e-07,1.490116119384765625e-07,1.162290573120117188e-06,4.678964614868164062e-06,1.192092895507812500e-07
1.427669823169708252e-01,6.586313247680664062e-06,1.239776611328125000e-05,9.089708328247070312e-06,8.612871170043945312e-05,1.102685928344726562e-06
2.503395080566406250e-06,2.384185791015625000e-07,1.192092895507812500e-07,3.844499588012695312e-06,1.442432403564453125e-05,5.066394805908203125e-07
2.622604370117187500e-06,4.470348358154296875e-07,1.639127731323242188e-06,6.258487701416015625e-07,4.917383193969726562e-06,4.798173904418945312e-06
1.516101658344268799e-01,1.391142606735229492e-03,6.797465682029724121e-01,1.144468784332275391e-03,1.679421365261077881e-01,1.222401857376098633e-03
1.088380813598632812e-04,1.164674758911132812e-04,2.917051315307617188e-04,3.468334674835205078e-03,1.056492328643798828e-04,1.937150955200195312e-06
5.185604095458984375e-06,8.940696716308593750e-08,5.066394805908203125e-07,1.668930053710937500e-06,1.549720764160156250e-06,5.960464477539062500e-08
5.341962575912475586e-01,1.471769809722900391e-02,7.482950687408447266e-01,9.674549102783203125e-03,5.613833665847778320e-03,9.396672248840332031e-05
2.107024192810058594e-05,1.212954521179199219e-05,7.152557373046875000e-06,1.406669616699218750e-05,3.490447998046875000e-04,1.472234725952148438e-05
1.251697540283203125e-06,1.192092895507812500e-07,8.940696716308593750e-08,7.748603820800781250e-07,1.579523086547851562e-06,5.066394805908203125e-07
3.099441528320312500e-06,0.000000000000000000e+00,1.788139343261718750e-07,2.980232238769531250e-07,1.415610313415527344e-05,7.748603820800781250e-07
8.485615253448486328e-04,2.775907516479492188e-03,3.612041473388671875e-05,6.520897150039672852e-01,4.186034202575683594e-04,1.549720764160156250e-06
2.554178237915039062e-03,6.762146949768066406e-05,4.708766937255859375e-06,4.141032695770263672e-04,5.775910615921020508e-02,3.917835950851440430e-01
5.331635475158691406e-05,3.159046173095703125e-06,2.831220626831054688e-06,1.966953277587890625e-06,5.275011062622070312e-05,1.698732376098632812e-06
1.952052116394042969e-05,2.682209014892578125e-07,4.172325134277343750e-07,4.231929779052734375e-06,1.018941402435302734e-04,5.364418029785156250e-07
3.784894943237304688e-06,2.086162567138671875e-07,1.490116119384765625e-06,9.834766387939453125e-07,2.026557922363281250e-06,3.874301910400390625e-07
1.407146453857421875e-03,1.758337020874023438e-05,2.798438072204589844e-05,1.004338264465332031e-05,2.243074774742126465e-02,9.864568710327148438e-06
7.629364728927612305e-03,1.480579376220703125e-04,7.997184991836547852e-01,1.528859138488769531e-05,3.401666879653930664e-03,3.024935722351074219e-05
1.311302185058593750e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.682209014892578125e-07,7.212162017822265625e-06,8.940696716308593750e-08
1.707673072814941406e-05,1.490116119384765625e-07,0.000000000000000000e+00,5.602836608886718750e-06,1.263618469238281250e-05,3.784894943237304688e-06
4.526972770690917969e-05,4.339218139648437500e-05,7.838010787963867188e-06,3.474354743957519531e-04,6.020069122314453125e-06,1.847743988037109375e-06
1.368866860866546631e-01,5.245208740234375000e-05,9.742379188537597656e-05,2.270340919494628906e-04,5.740070343017578125e-02,5.361437797546386719e-05
6.079673767089843750e-05,3.042817115783691406e-05,7.748603820800781250e-06,6.338953971862792969e-05,1.622974872589111328e-03,5.699096918106079102e-01
3.635883331298828125e-06,7.748603820800781250e-07,2.473592758178710938e-06,1.829862594604492188e-05,1.043081283569335938e-06,1.192092895507812500e-07
7.808208465576171875e-05,2.300143241882324219e-04,2.324581146240234375e-05,1.714554429054260254e-02,2.503395080566406250e-05,3.546476364135742188e-06
1.264542341232299805e-03,1.244246959686279297e-04,3.746151924133300781e-05,1.853704452514648438e-05,2.473592758178710938e-06,0.000000000000000000e+00
6.854534149169921875e-07,0.000000000000000000e+00,5.960464477539062500e-08,2.443790435791015625e-06,3.337860107421875000e-06,2.682209014892578125e-07
6.425380706787109375e-05,3.576278686523437500e-07,4.619359970092773438e-06,1.013278961181640625e-06,4.410743713378906250e-06,4.470348358154296875e-07
1.788139343261718750e-07,0.000000000000000000e+00,8.940696716308593750e-08,4.470348358154296875e-07,2.384185791015625000e-07,8.940696716308593750e-08
1.250594854354858398e-03,9.635090827941894531e-04,2.562999725341796875e-06,6.612101197242736816e-01,1.212328672409057617e-03,1.460313796997070312e-06
2.307996153831481934e-02,1.216143369674682617e-03,2.338588237762451172e-04,1.631528139114379883e-03,1.002836227416992188e-02,1.172125339508056641e-04
1.341104507446289062e-04,1.978874206542968750e-05,1.996755599975585938e-06,2.953410148620605469e-05,2.317309379577636719e-03,9.150087833404541016e-02
2.211332321166992188e-05,7.152557373046875000e-07,3.337860107421875000e-06,1.722574234008789062e-05,2.771615982055664062e-06,1.788139343261718750e-07
5.072355270385742188e-05,9.536743164062500000e-07,3.576278686523437500e-07,7.420778274536132812e-06,8.550286293029785156e-05,1.870512962341308594e-03
1.293420791625976562e-04,4.172325134277343750e-07,5.662441253662109375e-07,6.854534149169921875e-07,7.563829421997070312e-05,9.000301361083984375e-06
8.052587509155273438e-05,5.644559860229492188e-05,1.415610313415527344e-05,6.976723670959472656e-05,2.864003181457519531e-05,9.536743164062500000e-07
1.102685928344726562e-06,5.960464477539062500e-08,1.192092895507812500e-07,3.278255462646484375e-07,3.099441528320312500e-06,1.192092895507812500e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.490116119384765625e-07,0.000000000000000000e+00,0.000000000000000000e+00
2.682209014892578125e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.192092895507812500e-07,4.768371582031250000e-07,5.960464477539062500e-08
8.642673492431640625e-06,5.960464477539062500e-08,2.980232238769531250e-08,4.440546035766601562e-06,3.606081008911132812e-06,8.940696716308593750e-08
1.639127731323242188e-06,0.000000000000000000e+00,2.980232238769531250e-08,5.960464477539062500e-08,5.662441253662109375e-07,1.788139343261718750e-07
1.400709152221679688e-06,5.960464477539062500e-08,6.258487701416015625e-07,5.066394805908203125e-07,3.278255462646484375e-06,5.662441253662109375e-07
5.456268787384033203e-03,5.960464477539062500e-07,1.311302185058593750e-06,9.119510650634765625e-06,1.204013824462890625e-05,5.364418029785156250e-07
5.960464477539062500e-07,1.823902130126953125e-05,5.364418029785156250e-07,2.026557922363281250e-06,2.413988113403320312e-06,5.453824996948242188e-06
5.185604095458984375e-06,1.788139343261718750e-07,3.933906555175781250e-06,2.980232238769531250e-07,1.996755599975585938e-06,1.788139343261718750e-07
1.236796379089355469e-05,5.662441253662109375e-07,1.490116119384765625e-07,2.989768981933593750e-04,4.470348358154296875e-06,1.490116119384765625e-07
2.697253227233886719e-02,5.687773227691650391e-04,5.091220140457153320e-03,1.133024692535400391e-03,2.134144306182861328e-04,6.943941116333007812e-06
5.210846662521362305e-03,1.126626133918762207e-02,5.299113988876342773e-01,3.229856491088867188e-03,1.699328422546386719e-04,4.139542579650878906e-05
5.993723869323730469e-03,4.529953002929687500e-06,1.540780067443847656e-05,7.629394531250000000e-06,7.367134094238281250e-05,5.960464477539062500e-07
9.655952453613281250e-06,3.576278686523437500e-07,8.642673492431640625e-07,4.112720489501953125e-06,5.036592483520507812e-06,8.672475814819335938e-06
1.371306180953979492e-02,1.053184270858764648e-03,1.931786537170410156e-04,2.831071615219116211e-03,1.294904947280883789e-02,2.791881561279296875e-04
5.445778369903564453e-04,7.957220077514648438e-06,1.171231269836425781e-05,7.957220077514648438e-06,1.237154006958007812e-03,2.890825271606445312e-06
1.609325408935546875e-05,9.834766387939453125e-07,2.205371856689453125e-06,2.056360244750976562e-06,9.000301361083984375e-06,1.192092895507812500e-07
2.699360251426696777e-02,2.205371856689453125e-06,3.069639205932617188e-06,1.975893974304199219e-05,9.607851505279541016e-03,1.626610755920410156e-04
4.023313522338867188e-06,2.980232238769531250e-07,8.940696716308593750e-08,2.652406692504882812e-06,8.642673492431640625e-07,3.749132156372070312e-05
4.920363426208496094e-05,6.258487701416015625e-07,4.172325134277343750e-06,1.788139343261718750e-06,1.356005668640136719e-05,2.980232238769531250e-07
3.353729844093322754e-01,7.876224517822265625e-01,1.010683178901672363e-02,8.029043674468994141e-04,7.627338171005249023e-03,2.518296241760253906e-05
1.557636857032775879e-01,1.899218559265136719e-02,2.756714820861816406e-05,7.203736901283264160e-01,9.598135948181152344e-04,0.000000000000000000e+00
2.151727676391601562e-05,6.884336471557617188e-06,2.682209014892578125e-07,2.184510231018066406e-05,4.201531410217285156e-04,5.950999259948730469e-01
1.490116119384765625e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.788139343261718750e-07,4.470348358154296875e-07,1.490116119384765625e-07
7.778406143188476562e-06,3.576278686523437500e-07,3.576278686523437500e-07,1.469254493713378906e-05,2.163648605346679688e-05,3.874301910400390625e-07
2.115964889526367188e-06,1.788139343261718750e-07,8.940696716308593750e-08,2.086162567138671875e-07,1.651048660278320312e-05,1.490116119384765625e-07
8.674860000610351562e-04,5.573034286499023438e-06,2.333521842956542969e-05,1.258850097656250000e-04,5.295872688293457031e-04,5.939304828643798828e-04
4.801154136657714844e-05,3.904104232788085938e-06,3.874301910400390625e-07,3.978610038757324219e-05,2.246201038360595703e-04,2.388095855712890625e-02
9.221673011779785156e-03,3.640502691268920898e-03,2.840757369995117188e-04,4.323020577430725098e-01,3.364056348800659180e-03,5.394220352172851562e-05
1.126527786254882812e-05,3.874301910400390625e-07,5.245208740234375000e-06,1.549720764160156250e-06,2.801418304443359375e-06,2.980232238769531250e-07
6.325116157531738281e-01,9.027123451232910156e-04,5.394816398620605469e-04,2.445578575134277344e-04,1.926869153976440430e-03,2.652406692504882812e-06
1.538097858428955078e-04,8.940696716308593750e-08,9.536743164062500000e-07,1.162290573120117188e-06,1.490116119384765625e-06,1.788139343261718750e-07
5.364418029785156250e-06,4.738569259643554688e-06,1.579523086547851562e-06,4.024386405944824219e-03,5.930662155151367188e-06,1.013278961181640625e-06
2.612173557281494141e-04,1.680850982666015625e-05,1.236796379089355469e-05,6.155073642730712891e-04,2.151727676391601562e-05,1.281499862670898438e-06
4.452466964721679688e-05,8.642673492431640625e-07,4.574656486511230469e-05,3.159046173095703125e-06,6.079673767089843750e-06,2.086162567138671875e-07
5.096197128295898438e-06,2.980232238769531250e-07,4.589557647705078125e-06,7.539987564086914062e-05,3.278255462646484375e-06,1.192092895507812500e-07
1.996755599975585938e-06,6.258487701416015625e-07,3.665685653686523438e-06,1.341104507446289062e-06,1.996755599975585938e-06,1.192092895507812500e-07
9.858608245849609375e-05,3.278255462646484375e-07,3.278255462646484375e-07,1.898407936096191406e-05,1.120567321777343750e-05,5.066394805908203125e-07
2.320297956466674805e-01,5.805492401123046875e-05,1.403987407684326172e-04,2.074241638183593750e-05,6.127357482910156250e-04,2.920627593994140625e-06
1.186430454254150391e-04,6.273388862609863281e-05,3.988415002822875977e-03,1.671910285949707031e-05,2.886056900024414062e-04,1.782178878784179688e-05
7.361173629760742188e-06,2.682209014892578125e-07,5.066394805908203125e-07,1.430511474609375000e-06,2.205371856689453125e-05,1.370906829833984375e-06
9.983777999877929688e-06,5.722045898437500000e-06,6.079673767089843750e-06,5.453824996948242188e-06,1.260638236999511719e-05,6.854534149169921875e-07
2.831220626831054688e-06,1.071095466613769531e-04,6.437301635742187500e-06,5.662441253662109375e-07,6.258487701416015625e-06,1.788139343261718750e-07
1.102685928344726562e-06,4.768371582031250000e-07,3.278255462646484375e-07,3.069639205932617188e-06,3.933906555175781250e-06,4.172325134277343750e-06
3.747609555721282959e-01,7.300376892089843750e-04,6.497594714164733887e-01,4.225075244903564453e-04,1.196098327636718750e-02,4.566311836242675781e-04
